STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,OBJECTID,GEOID10,GEOID20,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area,KMeans_Cluster_3,KMeans_Cluster_5,KMeans_Cluster_8,bike_stations_names,bike_stations_lat,bike_stations_lon
39,61,200,1,390610002001,Block Group 1,G5030,S,303042.0,0.0,+39.1097447,-084.5296140,"POLYGON ((-84.531857 39.113901, -84.531566 39.113876999999995, -84.531075 39.113837, -84.530647 39.113806, -84.530266 39.113779, -84.529877 39.11376, -84.52960999999999 39.113741999999995, -84.5291 39.113707999999995, -84.527469 39.113600000000005, -84.52750999999999 39.112491999999996, -84.527554 39.111267999999995, -84.527609 39.110652, -84.527671 39.11004, -84.52774699999999 39.109286999999995, -84.527819 39.108503999999996, -84.527881 39.107836999999996, -84.527971 39.107121, -84.528058 39.106425, -84.52808499999999 39.106207999999995, -84.52819699999999 39.105695, -84.528466 39.105211, -84.528565 39.105021, -84.528658 39.104841, -84.52868099999999 39.104797, -84.52870999999999 39.104744, -84.528785 39.104600999999995, -84.52915899999999 39.104785, -84.529375 39.104901, -84.52951399999999 39.104988, -84.529643 39.105067999999996, -84.52987499999999 39.105219999999996, -84.53005499999999 39.105360999999995, -84.530335 39.105635, -84.53041999999999 39.105729, -84.530568 39.105895, -84.53063 39.105964, -84.530694 39.106035, -84.530729 39.106075, -84.53083 39.106190999999995, -84.53096699999999 39.106364, -84.531058 39.106501, -84.53115 39.106651, -84.531238 39.106773, -84.531314 39.106897, -84.531448 39.107181, -84.531527 39.107397, -84.531613 39.107683, -84.531662 39.107862999999995, -84.531695 39.108098, -84.531716 39.108311, -84.53172599999999 39.108779999999996, -84.531719 39.109062, -84.531716 39.109197, -84.53170399999999 39.109359, -84.531701 39.109404, -84.531683 39.109719, -84.531652 39.110099, -84.53159099999999 39.110631999999995, -84.531549 39.111053, -84.53152399999999 39.111397, -84.531494 39.111744, -84.53147899999999 39.112097999999996, -84.53148499999999 39.112427, -84.531482 39.112688999999996, -84.531506 39.112829, -84.531534 39.112989999999996, -84.531628 39.11334, -84.531686 39.113507999999996, -84.53178 39.11373, -84.531857 39.113901))",171120,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,74.8816782,0.0,74.8816782,69.14923,976,576,521,0.595,313,0.600767754,165,0.316698656,43,0.082533589,510,166,237,107,0.325490196,287,11,16,0,257,3,11,16,0,28,3,90,139,0,51,133,103,0.177700348,8.329810759,14.11440156,4.150443902,0.159076247,0.231383632,0.0,3.716599592,0.043384431,0.159076247,0.231383632,0.0,0.404921356,0.043384431,1.301532931,2.010145305,0.0,12.48025466,0,0.550863724,0.31197586,0.268721379,0.711855166,0.61337297,0.499693021,0.458075246,0.509967271,0.728622806,0.454473476,0.720200753,1.777003484,0.459781692,30.13290547,12.40452222,6.229320095,11.49906316,108.2881714,34.18726799,42.73408498,17.09363399,42.73408498,34.18726799,240.06,0.0,0.116052802,18.0,153.8427059,0.018442623,93446,56184,118158,62760,0.001061288,0.764315685,0.000811047,0.639144531,0.002243259,0.423997761,0.002408005,0.399422124,10,12,15,19,15.0,2535.397581,303042.5179,3,1,8,,,
39,61,700,2,390610007002,Block Group 2,G5030,S,293250.0,0.0,+39.1043034,-084.5157347,"POLYGON ((-84.51925899999999 39.106404, -84.518428 39.106547, -84.517714 39.106669, -84.51724999999999 39.106732, -84.516964 39.10677, -84.516598 39.10682, -84.51609499999999 39.106888, -84.515695 39.106955, -84.51558399999999 39.106974, -84.514957 39.107079999999996, -84.514478 39.107161, -84.513669 39.107282999999995, -84.51288199999999 39.107402, -84.512109 39.107517, -84.511273 39.107639999999996, -84.511032 39.106745, -84.511538 39.106665, -84.511854 39.106615, -84.51264599999999 39.10649, -84.514245 39.106276, -84.514162 39.105875999999995, -84.514049 39.105466, -84.514046 39.105378, -84.513851 39.104648, -84.513835 39.104586999999995, -84.513803 39.104469, -84.513713 39.10406, -84.513616 39.103694999999995, -84.513458 39.103072999999995, -84.513294 39.102439, -84.513213 39.102115, -84.51314099999999 39.101825, -84.51298799999999 39.101203, -84.514607 39.100957, -84.51620199999999 39.100715, -84.516365 39.101355, -84.516376 39.101397999999996, -84.516438 39.101648, -84.516538 39.102047, -84.518131 39.101825999999996, -84.51828499999999 39.102298999999995, -84.518445 39.102969, -84.51869599999999 39.103933, -84.51878099999999 39.104288, -84.518869 39.104645, -84.51897199999999 39.1051, -84.51904499999999 39.105374999999995, -84.519075 39.10555, -84.51925899999999 39.106404))",174010,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,72.462075,0.0,72.462075,72.462075,806,714,651,0.839,177,0.271889401,409,0.628264209,65,0.09984639,570,89,122,359,0.156140351,9507,211,4279,1148,3026,843,211,3913,1148,2967,843,11,48,366,1540,2157,5810,0.161985905,9.853430225,11.12305989,131.1996655,2.911868036,59.05157974,15.84277017,41.75977572,11.63367182,2.911868036,54.00066173,15.84277017,40.94555669,11.63367182,0.151803547,0.662415477,5.050918015,141.0530957,0,14.60368664,0.794257534,0.794257534,0.694098338,0.694098338,0.800583936,0.6460819,0.681830393,0.385888877,0.156307573,0.113128907,0.059955822,0.390610579,45.30160972,0.0,30.20837347,15.09323625,376.932071,0.0,247.3017782,79.48985728,26.49661909,114.8186827,89.86,0.827559652,1.0,199.0,1757.609067,0.246898263,93097,54408,221377,128753,0.001057324,0.761461136,0.000785409,0.618940902,0.004202898,0.794388465,0.004940054,0.81941996,19,15,20,20,19.0,2753.584117,293254.8858,3,3,1,"['Walnut & Court', '7th & Race']","[39.10658, 39.10338]","[-84.51249, -84.51533]"
39,61,700,1,390610007001,Block Group 1,G5030,S,100014.0,0.0,+39.1063957,-084.5089390,"POLYGON ((-84.511273 39.107639999999996, -84.509675 39.107873999999995, -84.509115 39.107959, -84.50900899999999 39.107987, -84.508911 39.108025, -84.508849 39.108056999999995, -84.50873899999999 39.108132999999995, -84.508831 39.108042999999995, -84.50885 39.107986, -84.50885099999999 39.107957, -84.508838 39.107898999999996, -84.508805 39.107847, -84.507773 39.107155999999996, -84.50769199999999 39.107102, -84.50671799999999 39.106497, -84.50604299999999 39.106117999999995, -84.50550299999999 39.105806, -84.50554 39.105767, -84.505664 39.105694, -84.50575599999999 39.105655999999996, -84.50608 39.1056, -84.507047 39.105463, -84.507256 39.105435, -84.507774 39.105348, -84.507955 39.105328, -84.508274 39.105275999999996, -84.50896 39.105156, -84.509649 39.105063, -84.51001 39.105008, -84.51059099999999 39.104929999999996, -84.510705 39.105394, -84.51083299999999 39.105869, -84.511032 39.106745, -84.511273 39.107639999999996))",171123,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,24.7134594,0.0,24.7134594,24.7134594,294,205,139,0.854,9,0.064748201,89,0.64028777,41,0.294964029,518,100,132,286,0.193050193,3122,24,2429,146,456,67,24,35,146,365,67,0,91,2394,184,1031,1907,0.058936579,8.295075031,11.89635151,126.3279232,0.971130735,98.28652317,5.907711973,18.45148397,2.711073303,0.971130735,1.416232322,5.907711973,14.76927993,2.711073303,0.0,3.682204038,96.87029085,134.6229982,0,22.46043165,0.459383969,0.459383969,0.447611589,0.418868199,0.49338862,0.682286006,0.730079412,0.390963194,0.172131148,0.284615385,0.165919283,0.434273518,44.95877949,0.0,33.99856939,10.9602101,302.2158848,0.0,207.1745569,103.5872784,51.79363922,25.89681961,87.17,0.974855222,1.0,106.33,2753.608829,0.361666667,93287,48358,224438,128796,0.001059482,0.763015189,0.000698074,0.550116603,0.004261012,0.805372547,0.004941704,0.819693624,10,6,20,20,16.0,1385.567835,100014.7379,3,3,1,,,
39,61,700,3,390610007003,Block Group 3,G5030,S,391005.0,0.0,+39.1037963,-084.5089372,"POLYGON ((-84.514245 39.106276, -84.51264599999999 39.10649, -84.511854 39.106615, -84.511538 39.106665, -84.511032 39.106745, -84.51083299999999 39.105869, -84.510705 39.105394, -84.51059099999999 39.104929999999996, -84.51001 39.105008, -84.509649 39.105063, -84.50896 39.105156, -84.508274 39.105275999999996, -84.507955 39.105328, -84.507774 39.105348, -84.507256 39.105435, -84.507047 39.105463, -84.50608 39.1056, -84.50575599999999 39.105655999999996, -84.505664 39.105694, -84.50554 39.105767, -84.50550299999999 39.105806, -84.505342 39.105711, -84.504554 39.105246, -84.504381 39.105143999999996, -84.50428699999999 39.10509, -84.504256 39.105073999999995, -84.50413499999999 39.105008999999995, -84.503975 39.104917, -84.50368399999999 39.104749, -84.50265499999999 39.104155, -84.502631 39.104144, -84.501299 39.103367, -84.50251899999999 39.103156, -84.502602 39.103141, -84.502853 39.103066, -84.503045 39.103, -84.503299 39.102875999999995, -84.503591 39.102696, -84.503709 39.102638, -84.50383699999999 39.102596, -84.503969 39.102567, -84.504043 39.102551, -84.50408999999999 39.102461, -84.504227 39.102441999999996, -84.504251 39.102441, -84.50442 39.102461, -84.50503499999999 39.102362, -84.506466 39.102151, -84.50814299999999 39.10188, -84.50887999999999 39.101774, -84.508946 39.101765, -84.509469 39.10169, -84.50974699999999 39.101589, -84.50983699999999 39.101543, -84.509962 39.101496, -84.51135599999999 39.101282, -84.51217 39.101161999999995, -84.512239 39.101152, -84.51265699999999 39.101082999999996, -84.512734 39.101079999999996, -84.51280899999999 39.101092, -84.512879 39.101116, -84.512939 39.101153, -84.51298799999999 39.101203, -84.51314099999999 39.101825, -84.513213 39.102115, -84.513294 39.102439, -84.513458 39.103072999999995, -84.513616 39.103694999999995, -84.513713 39.10406, -84.513803 39.104469, -84.513835 39.104586999999995, -84.513851 39.104648, -84.514046 39.105378, -84.514049 39.105466, -84.514162 39.105875999999995, -84.514245 39.106276))",171137,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,96.6173355,0.0,96.6173355,95.57245182,648,489,457,0.707,128,0.280087527,250,0.547045952,79,0.172866521,260,33,63,164,0.126923077,15292,145,5610,3693,4137,1707,145,5589,3693,3742,1707,31,364,21,1981,3145,10166,0.12954486,5.116537148,6.780196465,160.004266,1.517173592,58.6989231,38.64084189,43.28653206,17.86079532,1.517173592,58.47919451,38.64084189,39.15354193,17.86079532,0.324361251,3.808628879,0.219728589,165.1208031,0,33.46170678,0.841057204,0.841057204,0.699709941,0.699709941,0.806838773,0.632152473,0.636808505,0.376042462,0.081304893,0.033436214,0.017002354,0.374187734,52.38244285,10.82536721,27.9364892,13.62058644,269.4539222,79.4888408,119.2332612,66.24070067,105.9851211,52.99256053,75.1,0.807860568,1.0,202.0,1338.062153,0.311728395,90938,52153,278676,157127,0.001032804,0.743802194,0.000752857,0.593288209,0.005290734,1.0,0.006028721,1.0,19,15,20,20,19.0,3021.347743,391004.157,3,3,1,"['Fountain Square', 'Aronoff Center', 'Public Library', 'P & G', '8th & Broadway']","[39.10139, 39.10385, 39.10543, 39.10239, 39.1052]","[-84.51164, -84.51187, -84.51398, -84.50663, -84.50746]"
39,61,900,1,390610009001,Block Group 1,G5030,S,136091.0,0.0,+39.1116424,-084.5182760,"POLYGON ((-84.52103799999999 39.113229, -84.520422 39.113177, -84.519331 39.113109, -84.51848299999999 39.113054, -84.51763199999999 39.113015, -84.51712599999999 39.112984, -84.516672 39.112966, -84.516407 39.112952, -84.516336 39.112949, -84.515948 39.112916, -84.515709 39.111981, -84.515648 39.11174, -84.51544 39.110931, -84.51536 39.110589999999995, -84.51580299999999 39.110533, -84.516153 39.110476999999996, -84.516527 39.110423, -84.51687 39.110369999999996, -84.51696199999999 39.110344, -84.517453 39.110279, -84.517777 39.110236, -84.518095 39.110182, -84.518577 39.110107, -84.520158 39.109867, -84.520322 39.110507999999996, -84.520395 39.110731, -84.520416 39.110811, -84.520501 39.111118999999995, -84.520555 39.111340999999996, -84.520675 39.111798, -84.520837 39.112454, -84.52090799999999 39.112747999999996, -84.52103799999999 39.113229))",175050,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,33.6280861,0.0,33.6280861,33.6280861,848,616,364,0.763,143,0.392857143,107,0.293956044,114,0.313186813,180,43,44,93,0.238888889,721,13,235,11,169,293,13,235,11,98,293,0,71,0,227,292,202,0.314840499,18.31802138,25.21701644,21.44041138,0.38658162,6.988206207,0.327107525,5.025561059,8.712954972,0.38658162,6.988206207,0.327107525,2.914230673,8.712954972,0.0,2.111330386,0.0,39.75843276,0,1.980769231,0.750318875,0.750318875,0.762970027,0.657416303,0.803935217,0.636213127,0.704210895,0.45493648,0.919056724,0.399556049,0.249653259,0.472202792,45.71513034,0.0,28.28161668,17.43351365,291.9274077,0.0,247.4122368,57.09513156,76.12684208,19.03171052,53.64,1.0,1.0,35.0,666.1098682,0.041273585,102045,57159,160553,96687,0.001158949,0.834648825,0.000825121,0.65023605,0.003048139,0.576127833,0.003709731,0.615343003,19,14,20,20,18.83333333,1506.502543,136093.4144,3,1,4,,,
39,61,900,2,390610009002,Block Group 2,G5030,S,165805.0,0.0,+39.1085073,-084.5173258,"POLYGON ((-84.520158 39.109867, -84.518577 39.110107, -84.518095 39.110182, -84.517777 39.110236, -84.517453 39.110279, -84.51696199999999 39.110344, -84.51687 39.110369999999996, -84.516527 39.110423, -84.516153 39.110476999999996, -84.51580299999999 39.110533, -84.51536 39.110589999999995, -84.515277 39.110319, -84.515063 39.109443999999996, -84.514775 39.108305, -84.51473299999999 39.108142, -84.514478 39.107161, -84.514957 39.107079999999996, -84.51558399999999 39.106974, -84.515695 39.106955, -84.51609499999999 39.106888, -84.516598 39.10682, -84.516964 39.10677, -84.51724999999999 39.106732, -84.517714 39.106669, -84.518428 39.106547, -84.51925899999999 39.106404, -84.519427 39.106921, -84.51949499999999 39.107234, -84.519589 39.107578, -84.519684 39.107912, -84.519756 39.108222, -84.52005199999999 39.109339, -84.520158 39.109867))",171139,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,40.9704155,0.0,40.9704155,36.04124,1024,461,338,0.712,96,0.284023669,128,0.378698225,114,0.337278107,518,155,143,220,0.299227799,1767,36,226,18,701,786,36,34,18,578,786,11,112,192,888,430,449,0.502546689,12.79090287,28.41189704,49.02716999,0.998855755,6.270594463,0.499427878,19.44994123,21.80835066,0.998855755,0.943363769,0.499427878,16.03718407,21.80835066,0.305205925,3.107551239,5.327230695,61.81807285,0,5.227810651,0.69353097,0.69353097,0.661513582,0.661513582,0.768842874,0.544764446,0.603730572,0.392659695,0.733787173,0.453391685,0.293152235,0.493196421,48.35501783,0.0,21.20300981,27.15200802,505.2465236,0.0,156.2102781,62.48411125,343.6626119,109.3471947,0.0,0.879690084,0.879689948,70.0,1093.471947,0.068359375,94746,52073,181232,110187,0.001076052,0.774948675,0.000751702,0.592378135,0.003440735,0.650332286,0.004227705,0.701260764,18,14,20,20,18.66666667,1625.086313,165804.9207,3,1,4,"['Washington Park', 'YMCA']","[39.10998, 39.10679]","[-84.51833, -84.51796]"
39,61,1000,1,390610010001,Block Group 1,G5030,S,75673.0,0.0,+39.1112059,-084.5142961,"POLYGON ((-84.515948 39.112916, -84.515298 39.112814, -84.515062 39.112798999999995, -84.51423199999999 39.112746, -84.51377 39.112721, -84.513409 39.112700000000004, -84.513261 39.112203, -84.513232 39.112083999999996, -84.513033 39.111309, -84.512738 39.110172999999996, -84.512647 39.109811, -84.513019 39.10976, -84.513449 39.109702999999996, -84.51393 39.109626, -84.51424 39.109570999999995, -84.51458 39.109527, -84.515063 39.109443999999996, -84.515277 39.110319, -84.51536 39.110589999999995, -84.51544 39.110931, -84.515648 39.11174, -84.515709 39.111981, -84.515948 39.112916))",171140,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,18.6987983,0.0,18.6987983,18.53169,598,559,344,0.751,119,0.345930233,180,0.523255814,45,0.130813953,239,88,76,75,0.368200837,438,72,23,11,90,242,72,23,11,35,242,2,53,0,166,196,76,0.378995434,30.16454517,32.26904832,23.63518924,3.885236587,1.241117243,0.593577812,4.856545733,13.05871186,3.885236587,1.241117243,0.593577812,1.888656674,13.05871186,0.107923239,2.859965821,0.0,53.7997344,0,1.273255814,0.743747715,0.743747715,0.695788823,0.651108726,0.756996918,0.653798018,0.723041657,0.474475631,0.845559846,0.70605613,0.5456621,0.634868175,35.96768873,0.0,17.84158685,18.12610187,205.4292441,0.0,136.9071937,68.45359683,68.45359683,0.0,50.96,0.991063687,0.991063848,53.0,1814.020316,0.088628763,99199,52331,153650,97141,0.001126626,0.811370756,0.000755427,0.595313122,0.002917084,0.551357132,0.003727151,0.618232385,18,14,19,20,18.33333333,1157.097118,75671.71496,3,1,4,['15th & Vine'],[39.11169],[-84.5155]
39,61,1000,2,390610010002,Block Group 2,G5030,S,172440.0,0.0,+39.1096245,-084.5121748,"POLYGON ((-84.515063 39.109443999999996, -84.51458 39.109527, -84.51424 39.109570999999995, -84.51393 39.109626, -84.513449 39.109702999999996, -84.513019 39.10976, -84.512647 39.109811, -84.512738 39.110172999999996, -84.513033 39.111309, -84.513232 39.112083999999996, -84.513261 39.112203, -84.513409 39.112700000000004, -84.512568 39.112651, -84.512507 39.112645, -84.51208 39.112617, -84.511726 39.112598, -84.511363 39.112578, -84.510896 39.112538, -84.510761 39.112097999999996, -84.510734 39.112013, -84.510578 39.111422, -84.510391 39.110690999999996, -84.510228 39.110054999999996, -84.510142 39.109727, -84.51006799999999 39.109415999999996, -84.509965 39.109004, -84.509931 39.108869999999996, -84.509903 39.108758, -84.509801 39.108377999999995, -84.509675 39.107873999999995, -84.511273 39.107639999999996, -84.512109 39.107517, -84.51288199999999 39.107402, -84.513669 39.107282999999995, -84.514478 39.107161, -84.51473299999999 39.108142, -84.514775 39.108305, -84.515063 39.109443999999996))",172286,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,42.609924,0.0,42.609924,40.7608,938,678,511,0.783,61,0.119373777,284,0.555772994,166,0.324853229,729,162,191,376,0.222222222,1974,55,96,37,1328,458,55,96,37,200,458,141,987,0,426,704,844,0.215805471,16.63362839,23.01230594,48.42888265,1.349335636,2.35520402,0.907734883,32.58032227,11.23628584,1.349335636,2.35520402,0.907734883,4.906675041,11.23628584,3.459205904,24.21444133,0.0,65.06251104,0,3.863013699,0.575959934,0.575959934,0.733511118,0.686408683,0.694551407,0.541966785,0.598727678,0.402536732,0.644230769,0.539400666,0.369300912,0.532219603,44.64608496,0.0,21.85029793,22.79578703,365.5711754,0.0,150.1997516,120.1598013,105.1398261,75.09987579,138.14,0.927019395,0.956604695,75.67,1136.56152,0.080671642,100319,53366,154300,96898,0.001139346,0.820531486,0.000770367,0.607087196,0.002929424,0.553689589,0.003717827,0.616685866,16,15,20,20,18.5,1970.587719,172440.6395,3,1,4,"['Main & Central Parkway', '12th & Vine', 'Main & Orchard']","[39.10777, 39.1086, 39.11194]","[-84.51144, -84.51472, -84.51219]"
39,61,1100,1,390610011001,Block Group 1,G5030,S,387060.0,0.0,+39.1098169,-084.5060615,"POLYGON ((-84.510896 39.112538, -84.510695 39.112519999999996, -84.51041699999999 39.112511999999995, -84.509931 39.112494, -84.509463 39.112443, -84.50902599999999 39.112386, -84.508748 39.112325, -84.50827699999999 39.112221999999996, -84.50824899999999 39.112215, -84.507879 39.112125, -84.507802 39.112107, -84.50571599999999 39.111618, -84.50442199999999 39.111315, -84.50380799999999 39.111171, -84.503372 39.111785, -84.503137 39.112142, -84.503013 39.112331999999995, -84.502617 39.112938, -84.502453 39.113191, -84.501285 39.113127999999996, -84.501133 39.113110999999996, -84.501069 39.11311, -84.500886 39.113107, -84.500484 39.113104, -84.500343 39.113082, -84.500203 39.11306, -84.500068 39.113022, -84.50014 39.112896, -84.50027 39.112700000000004, -84.500399 39.112535, -84.50044799999999 39.112500000000004, -84.50066 39.11228, -84.50093299999999 39.112041, -84.501001 39.111982999999995, -84.50116799999999 39.111834, -84.501346 39.111675, -84.50156 39.111456, -84.501656 39.111340999999996, -84.501728 39.111238, -84.50196299999999 39.11078, -84.502348 39.110063, -84.502686 39.109437, -84.503013 39.108806, -84.503205 39.108432, -84.503333 39.108236, -84.503698 39.107701, -84.504061 39.107197, -84.505144 39.105879, -84.505342 39.105711, -84.50550299999999 39.105806, -84.50604299999999 39.106117999999995, -84.50671799999999 39.106497, -84.50769199999999 39.107102, -84.507773 39.107155999999996, -84.508805 39.107847, -84.508838 39.107898999999996, -84.50885099999999 39.107957, -84.50885 39.107986, -84.508831 39.108042999999995, -84.50873899999999 39.108132999999995, -84.508849 39.108056999999995, -84.508911 39.108025, -84.50900899999999 39.107987, -84.509115 39.107959, -84.509675 39.107873999999995, -84.509801 39.108377999999995, -84.509903 39.108758, -84.509931 39.108869999999996, -84.509965 39.109004, -84.51006799999999 39.109415999999996, -84.510142 39.109727, -84.510228 39.110054999999996, -84.510391 39.110690999999996, -84.510578 39.111422, -84.510734 39.112013, -84.510761 39.112097999999996, -84.510896 39.112538))",175049,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,95.642526,0.0,95.642526,91.87326,920,690,512,0.713,102,0.19921875,315,0.615234375,95,0.185546875,631,156,175,300,0.247226624,1261,43,211,52,767,188,43,210,52,489,188,173,105,1,296,374,591,0.234734338,7.510346318,10.01379509,13.72543001,0.468036075,2.296642135,0.565997114,8.348457429,2.046297258,0.468036075,2.285757575,0.565997114,5.322549782,2.046297258,1.88302886,1.142878788,0.01088456,21.23577633,0,2.462890625,0.703342707,0.703342707,0.808611386,0.808611386,0.78478613,0.602693816,0.661293307,0.435134056,0.843649702,0.667019027,0.500396511,0.606771203,35.56666714,3.333817865,14.79425435,17.43859492,243.1989301,13.38316807,120.4485126,60.22425631,93.68217648,40.14950421,214.58,0.227932911,0.863287278,73.67,492.9689958,0.080076087,103526,54845,148537,93194,0.001175769,0.846762255,0.000791718,0.623912178,0.002820012,0.53300966,0.00357571,0.593112578,18,19,20,19,19.16666667,3068.617917,387061.3048,3,1,8,"['Casino', 'Pendleton']","[39.1085, 39.10994]","[-84.50849, -84.50856]"
39,61,1600,1,390610016001,Block Group 1,G5030,S,128956.0,0.0,+39.1150670,-084.5180552,"POLYGON ((-84.520166 39.116354, -84.51970999999999 39.116405, -84.519336 39.116461, -84.518985 39.116513, -84.518543 39.116583999999996, -84.51862799999999 39.116938, -84.518878 39.117900999999996, -84.51892099999999 39.118075999999995, -84.518935 39.118339, -84.51690699999999 39.116752, -84.51680999999999 39.116399, -84.516706 39.115984, -84.516633 39.115676, -84.516508 39.115187999999996, -84.51643399999999 39.114927, -84.51638299999999 39.11467, -84.516319 39.114419999999996, -84.51625299999999 39.114138, -84.516201 39.113932, -84.51608999999999 39.113513999999995, -84.515948 39.112916, -84.516336 39.112949, -84.516407 39.112952, -84.516672 39.112966, -84.51712599999999 39.112984, -84.51763199999999 39.113015, -84.51848299999999 39.113054, -84.519331 39.113109, -84.519493 39.11369, -84.519561 39.113969, -84.51961999999999 39.114197999999995, -84.519719 39.114598, -84.51975999999999 39.114762, -84.51987199999999 39.115186, -84.51997899999999 39.115611, -84.520166 39.116354))",177213,390610000000.0,390610000000.0,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140.0,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,31.8650276,0.0,31.8650276,29.90538,552,597,265,0.543,151,0.569811321,110,0.41509434,4,0.01509434,281,120,106,55,0.427046263,376,59,64,91,93,69,59,64,91,18,69,55,20,0,115,164,97,0.305851064,19.96296319,18.45821722,12.57298854,1.972889159,2.140083156,3.042930737,3.109808335,2.307277152,1.972889159,2.140083156,3.042930737,0.601898388,2.307277152,1.839133962,0.668775986,0.0,32.53595173,0,1.418867925,0.989193266,0.989193266,0.940045898,0.879680827,0.899643799,0.821836394,0.875593751,0.542010401,0.810344828,0.855403349,0.747340426,0.776732256,39.36564203,0.0,24.17204317,15.19359886,221.0122046,0.0,200.8471507,60.25414521,40.16943014,0.0,48.28,0.999999413,0.999999421,38.33,769.8471286,0.069438406,103024,56662,153560,81839,0.001170067,0.842656285,0.000817947,0.644582219,0.002915375,0.551034176,0.003140036,0.520846194,20,20,20,20,20.0,1689.027605,128955.4191,3,1,4,['Findlay Market'],[39.11455],[-84.519]
